radboudsource,sourceguid,sourcelabel,targettype
CHEMBL2105720,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105720,LESINURAD,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2362016,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2362016,ARSENIC TRIOXIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3545363,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545363,GLECAPREVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL56367,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL56367,NIMESULIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL6622,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL6622,ISOSORBIDE DINITRATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL836,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL836,TAMSULOSIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1349,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1349,VALACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1349,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1349,VALACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1349,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1349,VALACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL582,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL582,ISOPROPYL ALCOHOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL582,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL582,ISOPROPYL ALCOHOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201201,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201201,METHAMPHETAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL13,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL13,METOPROLOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL461101,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL461101,ELTROMBOPAG,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL461101,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL461101,ELTROMBOPAG,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL477,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL477,ADENOSINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL477,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL477,ADENOSINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200929,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200929,ZINC SULFATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200929,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200929,ZINC SULFATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201313,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201313,CHLOPHEDIANOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1430,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1430,PENICILLAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1491,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1491,AMLODIPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1491,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1491,AMLODIPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1491,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1491,AMLODIPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2095212,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2095212,MIRABEGRON,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2095212,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2095212,MIRABEGRON,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2103830,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103830,FOSTAMATINIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2103870,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103870,LUMACAFTOR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL278172,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL278172,BENZOCAINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL278172,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL278172,BENZOCAINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL779,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL779,TADALAFIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL779,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL779,TADALAFIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1164729,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1164729,FEBUXOSTAT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1164729,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1164729,FEBUXOSTAT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201505,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201505,"FIBRINOLYSIN, HUMAN",http://rdf.ebi.ac.uk/terms/chembl#UnknownSubstance
CHEMBL174,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL174,AMPICILLIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL206253,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL206253,NETUPITANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1471,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1471,APREPITANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1471,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1471,APREPITANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1471,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1471,APREPITANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108709,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108709,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL493982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL493982,VORAPAXAR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL493982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL493982,VORAPAXAR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL923,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL923,RISEDRONIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201420,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201420,UROKINASE,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL1201594,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201594,RASBURICASE,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL1743079,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743079,TEPROTUMUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL243712,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL243712,AMISULPRIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL262777,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL262777,VANCOMYCIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL416956,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL416956,MEFLOQUINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL416956,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL416956,MEFLOQUINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL424,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL424,SALICYLIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL424,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL424,SALICYLIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL476,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL476,DACARBAZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL49080,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL49080,CLENBUTEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL511,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL511,PYRILAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL561,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL561,LOMEFLOXACIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL70246,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL70246,ACEFYLLINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL885,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL885,EMTRICITABINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL997,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL997,IBANDRONIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1118,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1118,DESVENLAFAXINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL12,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL12,DIAZEPAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1282,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1282,IMIQUIMOD,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1465,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1465,PHENPROCOUMON,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL714,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL714,ALBUTEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL714,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL714,ALBUTEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL12610,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL12610,BENZYDAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1382,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1382,TOLTERODINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1382,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1382,TOLTERODINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1743043,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743043,MOXETUMOMAB PASUDOTOX,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL334966,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL334966,CANGRELOR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3545062,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545062,VELPATASVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL672,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL672,FENOFIBRATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1193,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1193,PHENIRAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201764,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201764,FESOTERODINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201764,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201764,FESOTERODINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1509,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1509,DROSPIRENONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1743029,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743029,IBALIZUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL25,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL25,ASPIRIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL29,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL29,BENZYLPENICILLIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL405,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL405,AMPHETAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL405,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL405,AMPHETAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL408513,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL408513,BELINOSTAT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL494,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL494,ILOPROST,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201512,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201512,FOMIVIRSEN SODIUM,http://rdf.ebi.ac.uk/terms/chembl#Oligonucleotide
CHEMBL1237025,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237025,PEGLOTICASE,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL1466,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1466,DICUMAROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2109540,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2109540,ALIROCUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL4297364,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4297364,OXITROPIUM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL894,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL894,BUPROPION,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1086,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1086,DIBUCAINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1086,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1086,DIBUCAINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108429,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108429,MEPOLIZUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL2108738,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108738,NIVOLUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL435,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL435,HYDROCHLOROTHIAZIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL776,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL776,METAPROTERENOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200,BENOXINATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201202,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201202,FONDAPARINUX,http://rdf.ebi.ac.uk/terms/chembl#Oligosaccharide
CHEMBL1201864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201864,DIENOGEST,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1237119,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237119,TREPROSTINIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1628227,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1628227,DOXEPIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL22,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL22,TRIMETHOPRIM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL462605,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL462605,PITOLISANT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL880,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL880,FAMCICLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL880,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL880,FAMCICLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL880,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL880,FAMCICLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL977,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL977,HYDROCORTISONE HEMISUCCINATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL977,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL977,HYDROCORTISONE HEMISUCCINATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1174,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1174,EPTIFIBATIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201515,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201515,PEGVISOMANT,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1753,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1753,CLINDAMYCIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1753,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1753,CLINDAMYCIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108250,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108250,ANISTREPLASE,http://rdf.ebi.ac.uk/terms/chembl#Enzyme
CHEMBL252556,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL252556,IDEBENONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3813873,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3813873,PEXIDARTINIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL632,BETAMETHASONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL632,BETAMETHASONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL632,BETAMETHASONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL632,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL632,BETAMETHASONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200633,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200633,IVERMECTIN,http://rdf.ebi.ac.uk/terms/chembl#UnknownSubstance
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL131,PREDNISOLONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
